time,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,blinkStrength,poorSignalLevel
253.18811279999954,87,74,554425,43858,6045,21480,25764,20324,10415,5748,0,0
254.1914029999998,87,57,13319,18907,1210,9177,10911,9968,7900,4161,0,0
255.20215569999982,80,51,65350,72427,19100,6718,14529,19115,21131,6705,0,0
256.2128319000003,66,43,6260,51812,9991,9330,8971,16149,18285,5196,0,0
257.2149386000001,70,51,13331,15936,14018,12153,14519,17308,16391,4125,0,0
258.22111140000015,69,57,13815,17607,12576,5808,11964,11097,27348,7328,0,0
259.22907699999996,87,54,20651,7241,2201,7951,21015,19123,12946,9313,0,0
260.2308528000003,97,44,21212,20297,4056,1830,13213,17936,13258,15177,0,0
261.2314647000003,100,40,4255,10528,11455,1876,11445,13991,9625,6990,0,0
264.2533985,100,47,17641,3155,7814,11688,4434,17547,6685,8961,0,0
265.2615198000003,100,66,22285,4570,10864,4006,5067,7607,15824,7975,0,0
266.2764594999999,87,93,21078,28445,13597,25678,8354,11367,13716,3339,0,0
267.2819260999995,77,90,3550,20255,6120,3181,1628,6991,4680,4554,0,0
268.2934656999996,60,88,8801,7488,1741,6521,2600,2536,3707,2256,0,0
269.30508550000013,54,87,14913,17748,15430,15574,18130,11246,6107,1375,0,0
270.3139000000001,50,67,62939,68240,8659,9352,6466,8391,9127,8972,0,0
271.32676340000035,56,61,26441,29068,5832,8191,14664,19578,18689,8187,0,0
272.33102249999956,60,66,221824,73131,71332,88119,31401,44367,12636,28877,0,0
274.34531659999993,53,53,391467,51438,15916,7446,21190,9298,4087,4320,0,0
277.36499769999955,48,60,36910,131488,35189,15488,9666,12683,20764,10685,0,0
278.37336700000014,40,77,36544,24843,22258,9109,10395,10521,10543,7847,0,0
279.3820082000002,38,66,79280,66803,22647,28412,17050,17611,7171,4203,0,0
280.38764999999967,29,81,687597,6400,3641,5513,3318,885,765,476,0,0
281.3893705999999,37,80,92182,69982,16188,8976,9595,13896,12298,6248,0,0
282.39722319999964,29,67,105445,20157,5162,2667,4796,2783,3318,455,0,0
283.4044498000003,30,56,70702,49298,9030,3897,3217,10506,9121,6894,0,0
284.4074969000003,35,34,151157,23525,3118,784,2769,2172,3203,5991,0,0
285.41136069999993,47,35,8538,17119,5520,6883,9973,13431,11378,4203,0,0
286.4219565000003,56,38,487596,34794,18729,3256,7971,13768,16751,6134,0,0
289.43026310000005,61,43,652414,21933,3494,6831,2275,9093,1511,549,0,0
291.4367946000002,61,63,19645,24684,15750,4298,8034,12933,12136,3681,0,0
292.447674,61,70,5499,12669,9027,10250,5811,7687,5382,7550,0,0
293.46197980000034,64,61,7909,22592,4945,1268,8953,11856,7150,10227,0,0
294.4724381999995,84,51,34542,20649,515,19611,42279,33523,22705,16801,0,0
295.4766827000003,77,63,77376,6014,7742,2337,1652,2284,4459,1479,0,0
297.4851945999999,50,44,454823,126111,4938,15074,16734,13509,20768,7381,0,0
298.4952800000001,40,50,29847,13864,2267,7110,8913,7842,7876,4749,0,0
301.5175529999997,48,50,13331,11768,3127,30447,12777,14335,23592,15283,0,0
302.5310641999995,75,44,12609,20275,1990,7589,11008,26684,13127,10114,0,0
303.5393732000002,81,78,21681,7658,10328,23136,4449,8403,9920,15471,0,0
304.55167619999975,94,75,26118,4114,5080,3645,5677,20910,12862,14121,0,0
305.56695820000004,93,67,3414,16236,7325,15136,9140,9586,18389,7490,0,0
306.5730603000002,77,88,8215,18754,12832,16724,5337,8719,10559,5433,0,0
307.5846136,83,63,18513,10946,2192,3468,5323,7753,7419,6121,0,0
308.5889911000004,54,83,11952,21434,32235,28364,16004,6893,19200,13043,0,0
309.6022688000003,64,75,29589,22301,11054,12956,26307,32372,5290,10543,0,0
310.60822759999974,75,53,399258,46472,1134,13105,12585,29107,7967,12941,0,0
313.6297386999995,74,61,28032,10887,2794,9945,7814,9832,6897,6957,0,0
314.6339617000003,83,47,197896,74759,29726,34731,35973,31383,14631,24911,0,0
315.63843129999987,75,56,1278302,20908,9121,19529,10250,15127,19865,22884,0,0
316.63933970000016,61,63,1850293,176237,39993,15329,6363,26656,24268,6687,0,0
317.64693650000027,61,63,1427623,3024,1529,2498,703,2411,949,756,0,25
318.6561894999995,30,56,36984,30250,6749,2170,429,263,293,232,0,0
319.6659901000003,30,56,958867,11368,1894,3798,1982,2990,995,1386,0,25
320.66690610000023,30,56,601978,209173,37248,30615,10603,8752,11562,11056,0,25
321.6770512000003,41,63,12073,5320,7123,10113,6583,11528,5716,8668,0,0
324.7014473999998,41,50,7428,24541,766,7333,6774,6999,4332,12809,0,0
325.71085700000003,53,60,12175,11361,8438,13444,13932,10420,10021,3127,0,0
326.71534520000023,80,74,10047,6408,1901,10491,4590,4388,1693,1280,0,0
327.72044319999986,75,83,11710,5847,4046,23885,2061,8225,4454,3951,0,0
328.7332441999997,80,74,3625,22939,2149,1729,4825,11682,5124,5322,0,0
329.73939379999956,80,63,42365,34628,7497,4864,5109,13111,5545,3124,0,0
330.7462094000002,66,38,242944,185858,14215,9196,8739,8273,4186,5934,0,0
331.7500796000004,70,10,9174,6464,724,1438,2347,3902,7173,2088,0,0
332.76457909999954,67,21,344595,94382,24941,9669,12095,34565,27396,15189,0,0
333.77459199999976,69,29,1824,5313,5315,4108,9182,5607,5666,4101,0,0
336.8021229999995,87,50,28122,11818,3947,12094,6895,11910,7049,5563,0,0
